Day,Ad,Campaign type,Campaign,Impressions,Clicks,Cost,Video played to 100%,Views,Gmail clicks to website
09/29/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,141,15,4.6,0.00%,0,0
09/29/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,148,18,5.79,0.00%,0,1
09/29/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/29/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,5,2,1.71,0.00%,0,0
09/29/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,1,1.21,0.00%,0,0
09/30/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0.05,100.00%,1,0
09/30/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/30/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,330,0,8.25,47.40%,156,0
09/30/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,4,0,0.06,75.00%,3,0
09/30/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,205",0,22.54,33.36%,403,0
09/30/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,110,10,4.32,0.00%,0,0
09/30/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,90,10,3.36,0.00%,0,0
09/30/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,92,16,6.27,0.00%,0,1
09/30/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,102,15,6.09,0.00%,0,0
09/30/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/30/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/30/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
10/01/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0.07,66.67%,2,0
10/01/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/01/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,374,1,9.9,34.22%,128,0
10/01/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,26,0,0.56,57.69%,14,0
10/01/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,134",2,20.24,37.46%,426,0
10/01/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,251,26,8.68,0.00%,0,0
10/01/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,191,12,5.49,0.00%,0,0
10/01/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,284,26,11.67,0.00%,0,2
10/01/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,228,18,6,0.00%,0,1
10/01/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,5,1,0.86,0.00%,0,0
10/01/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,6,0,0,0.00%,0,0
10/01/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
10/02/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0.15,33.33%,1,0
10/02/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/02/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,488,0,13.02,45.51%,221,0
10/02/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,8,0,0.11,75.00%,6,0
10/02/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,041",0,17.25,37.18%,385,0
10/02/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,213,16,4.67,0.00%,0,1
10/02/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,174,22,8.11,0.00%,0,1
10/02/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,233,22,6.33,0.00%,0,0
10/02/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,211,21,9.73,0.00%,0,2
10/02/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,1,0.03,0.00%,0,0
10/02/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.07,0.00%,0,0
10/02/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,4,2,0.35,0.00%,0,0
10/02/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/03/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/03/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,356,1,9.71,38.23%,140,0
10/03/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,9,0,0.13,77.78%,7,0
10/03/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,868,0,20.84,36.49%,317,0
10/03/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,217,23,5.09,0.00%,0,0
10/03/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,209,26,8.63,0.00%,0,2
10/03/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,243,24,10.03,0.00%,0,4
10/03/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,236,26,6.19,0.00%,0,2
10/03/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
10/03/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
10/03/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
10/03/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,9,2,0.09,0.00%,0,0
10/04/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/04/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,3,0,0.01,33.33%,1,0
10/04/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,492,1,10.38,44.94%,222,0
10/04/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,11,0,0.2,90.91%,10,0
10/04/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,221",1,20.19,38.31%,467,0
10/04/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,227,18,4.63,0.00%,0,1
10/04/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,207,24,7.27,0.00%,0,1
10/04/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,261,25,9.33,0.00%,0,1
10/04/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,245,27,6.67,0.00%,0,0
10/04/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
10/04/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,7,0,0,0.00%,0,0
10/04/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/04/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/05/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,4,0,0,0.00%,0,0
10/05/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,505,2,7.95,45.13%,228,0
10/05/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,11,0,0.31,63.64%,7,0
10/05/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,223",1,22.62,35.52%,436,0
10/05/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,173,12,3.88,0.00%,0,0
10/05/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,141,9,4.55,0.00%,0,0
10/05/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,184,12,7.64,0.00%,0,1
10/05/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,172,15,10.48,0.00%,0,0
10/05/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
10/05/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/05/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,8,0,0,0.00%,0,0
10/06/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0,0.00%,0,0
10/06/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0.18,100.00%,1,0
10/06/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,3,0,0.03,33.33%,1,0
10/06/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,575,1,8.19,46.34%,263,0
10/06/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,12,0,0.1,72.73%,8,0
10/06/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,427",0,22.06,38.50%,549,0
10/06/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,157,18,10.38,0.00%,0,2
10/06/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,141,20,3.55,0.00%,0,0
10/06/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,148,15,4.44,0.00%,0,1
10/06/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,151,16,8.29,0.00%,0,0
10/06/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.51,0.00%,0,0
10/06/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/06/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/07/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
10/07/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/07/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,447,1,10.23,48.99%,219,0
10/07/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,6,0,0.05,100.00%,6,0
10/07/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,211",1,20.26,37.71%,457,0
10/07/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,175,14,7.04,0.00%,0,0
10/07/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,154,17,5.77,0.00%,0,1
10/07/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,180,18,8.58,0.00%,0,0
10/07/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,189,18,6.86,0.00%,0,1
10/07/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/07/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/07/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
10/07/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/08/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0.04,33.33%,1,0
10/08/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0.05,100.00%,1,0
10/08/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/08/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,496,0,9.81,44.47%,219,0
10/08/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,6,0,0.07,66.67%,4,0
10/08/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,333",2,20.7,38.20%,507,0
10/08/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,123,12,7.17,0.00%,0,0
10/08/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,120,16,6.62,0.00%,0,0
10/08/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,115,12,6.5,0.00%,0,0
10/08/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,117,22,7.51,0.00%,0,0
10/08/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/08/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/09/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/09/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,490,1,13.71,45.82%,223,0
10/09/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,13,0,0.08,53.85%,7,0
10/09/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,036",0,17.48,41.89%,432,0
10/09/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,190,15,9.35,0.00%,0,2
10/09/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,168,14,6.47,0.00%,0,0
10/09/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,192,15,7.14,0.00%,0,0
10/09/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,160,14,5.92,0.00%,0,0
10/09/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/09/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/09/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/10/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,4,0,0,0.00%,0,0
10/10/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,369,0,10.83,46.52%,174,0
10/10/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,8,0,0.07,62.50%,5,0
10/10/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,896,1,19.43,40.53%,366,0
10/10/2018,fa19_br_yt_vid_wa_uni_d_1,Video,FY2019_YouTube,1,0,0.02,100.00%,1,0
10/10/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,309,22,14.32,0.00%,0,1
10/10/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,268,13,6.05,0.00%,0,0
10/10/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,294,12,3.84,0.00%,0,1
10/10/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,274,15,5.61,0.00%,0,0
10/10/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,1,1.43,0.00%,0,0
10/10/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
10/10/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,5,0,0,0.00%,0,0
10/10/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
10/11/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0.04,50.00%,1,0
10/11/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/11/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0.01,50.00%,1,0
10/11/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,303,1,12.43,39.22%,119,0
10/11/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,20,0,0.71,42.11%,8,0
10/11/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,764,0,17.34,41.15%,314,0
10/11/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,247,23,11.22,0.00%,0,1
10/11/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,228,13,5.69,0.00%,0,0
10/11/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,251,15,6.03,0.00%,0,1
10/11/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,289,20,6.76,0.00%,0,1
10/11/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,6,0,0,0.00%,0,0
10/11/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,5,2,0.18,0.00%,0,0
10/11/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,9,0,0,0.00%,0,0
10/11/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,4,1,0.26,0.00%,0,0
10/12/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0.11,100.00%,1,0
10/12/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/12/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,351,0,12.17,38.07%,130,0
10/12/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,69,0,1.21,27.14%,19,0
10/12/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,708,0,18.59,39.35%,277,0
10/12/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,246,18,4.52,0.00%,0,1
10/12/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,196,18,3.34,0.00%,0,1
10/12/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,237,22,8.87,0.00%,0,0
10/12/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,255,17,6.54,0.00%,0,0
10/12/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,8,1,0.23,0.00%,0,0
10/12/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,5,1,0.12,0.00%,0,0
10/12/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,8,1,0.58,0.00%,0,0
10/12/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,6,2,2.48,0.00%,0,1
10/13/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,356,2,8.75,45.07%,162,0
10/13/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,28,0,0.34,66.67%,18,0
10/13/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,304",0,21.67,39.11%,510,0
10/13/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,97,16,6.39,0.00%,0,0
10/13/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,93,12,5.64,0.00%,0,0
10/13/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,98,18,5.27,0.00%,0,0
10/13/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,102,24,8.74,0.00%,0,0
10/13/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/13/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/13/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/14/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/14/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/14/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/14/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,301,0,8.87,44.74%,134,0
10/14/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,21,0,0.23,47.62%,10,0
10/14/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,202",0,21.66,41.72%,503,0
10/14/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,105,23,6.13,0.00%,0,0
10/14/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,91,13,3.39,0.00%,0,0
10/14/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,87,11,7.59,0.00%,0,0
10/14/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,94,15,5.63,0.00%,0,0
10/14/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,1,0.32,0.00%,0,0
10/14/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
10/14/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,3,2,2.75,0.00%,0,0
10/14/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/15/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0.01,50.00%,1,0
10/15/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,331,0,9.63,46.81%,152,0
10/15/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,19,0,0.13,52.63%,10,0
10/15/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,975,1,20.18,39.32%,386,0
10/15/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,143,15,7,0.00%,0,1
10/15/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,134,16,6.29,0.00%,0,0
10/15/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,135,9,4.91,0.00%,0,0
10/15/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,155,16,8.46,0.00%,0,0
10/15/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.3,0.00%,0,0
10/15/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/15/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,3,1,0.79,0.00%,0,0
10/15/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
10/16/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
10/16/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,343,0,11.45,42.94%,145,0
10/16/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,12,0,0.22,75.00%,9,0
10/16/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,064",1,19.07,37.00%,394,0
10/16/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,200,13,3.89,0.00%,0,0
10/16/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,192,17,7.69,0.00%,0,0
10/16/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,167,16,7.47,0.00%,0,1
10/16/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,160,13,8.51,0.00%,0,0
10/16/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
10/16/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,2,1.52,0.00%,0,0
10/16/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/16/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
10/17/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0.05,50.00%,1,0
10/17/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,323,0,9.55,52.01%,166,0
10/17/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,15,0,0.29,73.33%,11,0
